App ID,Name,Average User Rating,User Rating Count,Price per App (USD),Developer,Age Rating,Languages,Size in Bytes,Primary Genre,Genres,Release Date,avg_rating,user_rating_count,price,size_bytes,release_date,year,app_free,price_range,rating_group,num_languages,num_genres,app_age_years,log_reviews
287563734,Quaddraxx,,,0.0,H2F Informationssysteme GmbH,4+,EN,3089867.0,Games,"Games, Entertainment, Strategy, Puzzle",2008-08-11,,,0.0,3089867.0,2008-08-11,2008,True,Free,,1,4,17.75068493150685,
288096268,Lumen Lite,3.5,5072.0,0.0,Bridger Maxwell,4+,EN,7086403.0,Games,"Games, Puzzle, Strategy",2008-08-18,3.5,5072.0,0.0,7086403.0,2008-08-18,2008,True,Free,Good,1,3,17.731506849315068,8.53168763756669
288669794,BubblePop,3.0,526.0,0.0,TMSOFT,4+,EN,845008.0,Games,"Games, Strategy, Entertainment",2008-08-22,3.0,526.0,0.0,845008.0,2008-08-22,2008,True,Free,Average,1,3,17.720547945205478,6.267200548541362
288689440,Marple,3.5,989.0,0.99,Mikko Kankainen,4+,EN,3643392.0,Games,"Games, Puzzle, Strategy",2008-08-28,3.5,989.0,0.99,3643392.0,2008-08-28,2008,False,Low,Good,1,3,17.704109589041096,6.897704943128636
288918962,Tetravex Lite,2.5,2358.0,0.0,Futrell Software,4+,EN,731525.0,Games,"Games, Puzzle, Strategy, Entertainment",2008-08-27,2.5,2358.0,0.0,731525.0,2008-08-27,2008,True,Free,Average,1,4,17.706849315068492,7.765993079407675
289217958,Awele/Oware - Mancala HD,3.0,112.0,0.0,SOLILAB,4+,"EN, FR, DE, IT, ES",122826752.0,Games,"Games, Strategy, Board",2008-08-31,3.0,112.0,0.0,122826752.0,2008-08-31,2008,True,Free,Average,5,3,17.695890410958903,4.727387818712341
289382458,Chess Game,3.0,504.0,0.0,Memention Holding AB,4+,EN,444163.0,Games,"Games, Board, Strategy",2008-09-02,3.0,504.0,0.0,444163.0,2008-09-02,2008,True,Free,Average,1,3,17.69041095890411,6.22455842927536
290493286,Catcha Mouse,3.5,95971.0,0.0,"Meme, Inc",4+,EN,26820692.0,Games,"Games, Puzzle, Strategy",2009-02-19,3.5,95971.0,0.0,26820692.0,2009-02-19,2009,True,Free,Good,1,3,17.224657534246575,11.471811761240312
290614255,"Cool Sudoku, Jigsaw, Killer",3.5,357.0,0.0,Splash Software Ltd.,4+,EN,52236288.0,Games,"Games, Strategy, Puzzle, Entertainment",2008-09-24,3.5,357.0,0.0,52236288.0,2008-09-24,2008,True,Free,Good,1,4,17.63013698630137,5.8805329864007
291074572,Mind the Corners,3.0,7.0,0.99,Zentropy Software,4+,EN,1530880.0,Games,"Games, Strategy, Entertainment, Board",2008-09-19,3.0,7.0,0.99,1530880.0,2008-09-19,2008,False,Low,Average,1,4,17.643835616438356,2.0794415416798357
291723451,All You Can Eat,2.0,30.0,0.99,Armin Heinrich,9+,EN,4341760.0,Entertainment,"Entertainment, Games, Casual, Strategy",2008-09-24,2.0,30.0,0.99,4341760.0,2008-09-24,2008,False,Low,Poor,1,4,17.63013698630137,3.4339872044851463
291894818,Ane Rouge,,,0.0,Jean-Francois Pautex,4+,"EN, FR",1190912.0,Games,"Games, Puzzle, Education, Strategy",2008-09-27,,,0.0,1190912.0,2008-09-27,2008,True,Free,,2,4,17.621917808219177,
291929815,Neiscat,,,0.99,Frederic Bronner,4+,"EN, FR",8806400.0,Games,"Games, Board, Entertainment, Strategy",2008-09-29,,,0.99,8806400.0,2008-09-29,2008,False,Low,,2,4,17.616438356164384,
292242592,Boomshine,4.0,637.0,0.99,TwoDesk Software Company,4+,EN,22873088.0,Games,"Games, Puzzle, Entertainment, Strategy",2008-10-07,4.0,637.0,0.99,22873088.0,2008-10-07,2008,False,Low,Good,1,4,17.594520547945205,6.45833828334479
292274288,Gaia Lite,3.5,1563.0,0.0,Quicksand Interactive,4+,EN,6550985.0,Games,"Games, Strategy, Puzzle",2008-10-02,3.5,1563.0,0.0,6550985.0,2008-10-02,2008,True,Free,Good,1,3,17.60821917808219,7.355001921105257
292421271,Fieldrunners,4.0,41869.0,2.99,"Subatomic Studios, LLC",9+,EN,75041792.0,Games,"Games, Entertainment, Action, Strategy",2008-10-05,4.0,41869.0,2.99,75041792.0,2008-10-05,2008,False,Low,Good,1,4,17.6,10.64232485901319
292538570,Lux Touch 3 - World Domination,3.5,72428.0,0.0,Sillysoft Games,9+,EN,55071744.0,Games,"Games, Entertainment, Strategy, Board",2008-10-07,3.5,72428.0,0.0,55071744.0,2008-10-07,2008,True,Free,Good,1,4,17.594520547945205,11.190362050660264
292975610,"""Don't Square""",2.5,190.0,0.99,Solid Apps GmbH,4+,"EN, FR, DE, EL, PT, RU, ZH, ES",4357120.0,Games,"Games, Board, Entertainment, Strategy",2008-10-12,2.5,190.0,0.99,4357120.0,2008-10-12,2008,False,Low,Average,8,4,17.58082191780822,5.25227342804663
294166538,Smart Rummy,2.5,69.0,2.99,Pramod Shankar,4+,EN,44329984.0,Games,"Games, Strategy, Card, Entertainment",2008-11-04,2.5,69.0,2.99,44329984.0,2008-11-04,2008,False,Low,Average,1,4,17.517808219178082,4.248495242049359
294193726,Expert Sudoku,4.0,523.0,2.99,Mighty Mighty Good Games,4+,"DA, NL, EN, FI, FR, DE, IT, JA, KO, NB, PL, PT, RU, ZH, ES, SV, ZH",9543680.0,Games,"Games, Strategy, Entertainment, Puzzle",2008-10-21,4.0,523.0,2.99,9543680.0,2008-10-21,2008,False,Low,Good,17,4,17.556164383561644,6.261491684321042
294596096,Edgewise,3.5,23.0,0.0,Greggy Bits Software,4+,EN,1298432.0,Games,"Games, Card, Strategy",2008-10-25,3.5,23.0,0.0,1298432.0,2008-10-25,2008,True,Free,Good,1,3,17.545205479452054,3.1780538303479458
294631172,Chess Genius,4.0,156.0,5.99,Lang Software Limited,4+,"EN, FR, DE, IT, ES",1751040.0,Games,"Games, Strategy, Board, Entertainment",2008-11-08,4.0,156.0,5.99,1751040.0,2008-11-08,2008,False,Medium,Good,5,4,17.506849315068493,5.056245805348308
295445501,Chess - tChess Pro,4.0,3062.0,7.99,Tom Kerrigan,4+,"EN, FR, DE, JA, KO, ZH",7517184.0,Games,"Games, Board, Entertainment, Strategy",2008-11-05,4.0,3062.0,7.99,7517184.0,2008-11-05,2008,False,Medium,Good,6,4,17.515068493150686,8.027150106832774
295462558,Toobz,3.5,2425.0,0.99,Jason Haslup,4+,EN,9641984.0,Games,"Games, Strategy, Puzzle",2008-11-05,3.5,2425.0,0.99,9641984.0,2008-11-05,2008,False,Low,Good,1,3,17.515068493150686,7.793999089503996
296183853,Color Sudoku,3.5,518.0,2.99,Mighty Mighty Good Games,4+,"DA, NL, EN, FI, FR, DE, IT, JA, KO, NB, PL, PT, RU, ZH, ES, SV, ZH",15837184.0,Games,"Games, Puzzle, Entertainment, Strategy",2008-11-14,3.5,518.0,2.99,15837184.0,2008-11-14,2008,False,Low,Good,17,4,17.49041095890411,6.251903883165888
296756437,Chess - tChess Lite,3.5,5488.0,0.99,Tom Kerrigan,4+,"EN, FR, DE, JA, KO, ZH",5874688.0,Games,"Games, Strategy, Entertainment, Board",2008-11-15,3.5,5488.0,0.99,5874688.0,2008-11-15,2008,False,Low,Good,6,4,17.487671232876714,8.610501368549889
296853351,Checkers Online Lite,2.5,3521.0,0.0,EUROCENTER,4+,EN,9402423.0,Games,"Games, Strategy, Board",2008-11-29,2.5,3521.0,0.0,9402423.0,2008-11-29,2008,True,Free,Average,1,3,17.44931506849315,8.166784289056151
297558390,TapDefense,3.5,273687.0,0.0,TapJoy,9+,EN,7774384.0,Games,"Games, Strategy, Entertainment, Simulation",2008-11-24,3.5,273687.0,0.0,7774384.0,2008-11-24,2008,True,Free,Good,1,4,17.46301369863014,12.519744050443204
297643414,Chinese Chess (Xiangqi),3.0,67.0,0.99,Easy 8 Software,4+,EN,12423168.0,Games,"Games, Strategy, Board",2008-11-24,3.0,67.0,0.99,12423168.0,2008-11-24,2008,False,Low,Average,1,3,17.46301369863014,4.219507705176107
298748403,Warfare Incorporated,3.5,5931.0,0.0,"Spiffcode, Inc.",9+,EN,7705600.0,Games,"Games, Strategy, Entertainment, Action",2008-12-04,3.5,5931.0,0.0,7705600.0,2008-12-04,2008,True,Free,Good,1,4,17.435616438356163,8.688116703257823
